utterance_id,transcription,emotion
Ses02F_script02_2_M023,Take off our shoes?,neutral
Ses05F_impro04_M022,"Well, exactly.  Money is not everything.",neutral
Ses05M_impro04_F013,Maybe [garbage].,neutral
Ses01F_script02_1_M008,Whose is it?,neutral
Ses03F_script02_2_M008,We're not seeing the grunions?,neutral
Ses01F_script01_1_M010,We've got to say it to him.,neutral
Ses02M_impro04_F011,"and the fact that you know there is always different types of things and what kind of people they want in the office and whether it's male or female or you know what I mean, like things are out of your control.",neutral
Ses02M_impro05_F020,"all right, We've already checked back here for your baggage",neutral
Ses01M_impro04_F019,I can't finish the sentence with you without you jumping in...,neutral
Ses03F_impro08_F003,"Sir, please calm down.  There's no reason to use profanity like that.  It's not-",neutral
Ses01M_script02_2_M040,Right.,neutral
Ses01F_script01_1_M039,"On this, I would.",neutral
Ses05F_script01_2_M002,"What did you mean? He lived next door to the girl all of his life, why wouldn't he want to see her again? Don't look at me like that, he didn't tell me any more than he told you.",neutral
Ses05M_impro05_M000,Hi. Um-  My luggage didn't come out of the conveyor thingy.,neutral
Ses01M_impro07_F020,Oh. That is incredible. Is it--,neutral
Ses01M_impro05_F001,I need a little more information.,neutral
Ses02F_script03_2_F007,"Well, if you hadn't been so suspicious and nosey, you never would have known a thing about it.",neutral
Ses05M_impro04_M010,right.,neutral
Ses02M_impro01_M005,well is the dri-driver's license going to work?,neutral
Ses03M_impro08a_F004,two two six six.,neutral
Ses02F_impro03_M018,"Yeah, that is--how long you guys been together now?",neutral
Ses01F_impro04_F006,you know what?  I heard about that job.  I applied for that.,neutral
Ses03M_impro05b_F005,"What I can do for you is uh we can uh report lost, lost property.",neutral
Ses05F_script01_1_F027,"The trouble is you don't see enough women, you never have",neutral
Ses01F_script02_1_M010,No.,neutral
Ses02F_script03_1_M025,You remember that awful scene we had in Venice?,neutral
Ses01F_impro02_F003,"I guess, you know, everybody has to make sacrifices.",neutral
Ses01M_impro07_F012,Oh. Venice beach.,neutral
Ses01M_impro04_F012,No.,neutral
Ses05F_script01_1_F024,"Well you're a considerate fellow, there's nothing wrong with that.",neutral
Ses01F_impro04_M003,Uh huh.,neutral
Ses02M_impro04_F000,So how you feeling?,neutral
Ses03F_script01_1_F014,They do come back.,neutral
Ses01F_impro05_M000,Hi.  Thanks for waiting.,neutral
Ses01M_impro05_F005,I've been college educated.,neutral
Ses01F_impro04_M017,"No.  But it has an outline, you know.",neutral
Ses04M_script03_1_F013,"If I laugh at everything, I must laugh at us, too.",neutral
Ses03M_script01_1_M037,But if I can't have that here I'll get out.,neutral
Ses05M_impro04_M008,"You plan on being there forever? I mean, Like, what do you --",neutral
Ses05M_impro01_F000,Can I help you?,neutral
Ses03M_script02_2_M022,You want this to be like the other time right?  That's it right?,neutral
Ses05F_impro08_F010,"So is it, is- is it at all possible that maybe this statement is just old and that the transaction hadn't been processed yet?",neutral
Ses04M_impro08_M011,What I can,neutral
Ses05F_impro01_M003,"Well, I have no camera here.  I can't help you at all here, ma'am.  I have forms for something completely different.  You need to go to a different place.",neutral
Ses05F_impro05_M001,On what airline?,neutral
Ses05M_impro08_F015,Okay.,neutral
Ses01M_script02_2_M028,Do you want to take off our shoes?,neutral
Ses05M_script01_1_M017,I'm going to ask her to marry me.,neutral
Ses04F_impro03_M018,Why not browns?,neutral
Ses05F_impro05_M007,I'm not sure where it is.  We can absolutely keep an eye out for for it for you.,neutral
Ses05M_impro04_F034,"That's rough.  I'm really sorry, Ryan.",neutral
Ses04M_impro08_M028,Alright. Take Care.,neutral
Ses04F_impro08_M012,"It was a hundred a sixty dollars.  I'm sorry, uh, sixteen dollars.",neutral
Ses05M_impro07_F029,Um- I think I have some friends.,neutral
Ses05M_impro07_F018,I don't- I don't think it's that bad.,neutral
Ses02M_script01_1_M027,"Well, if she does then that's the end of it. From her letters I think she's forgotten him.",neutral
Ses04F_impro03_M027,Okay.  Fine.  So green and what?,neutral
Ses05F_script01_1_M018,I'm going to ask her to marry me.,neutral
Ses03F_impro01_M003,Who?,neutral
Ses05M_script01_2_M001,"Well, maybe maybe he just wanted to see her again.",neutral
Ses03F_impro08_F021,A day?,neutral
Ses05F_impro05_M034,"Uh, so it was really heavy.",neutral
Ses03M_impro05a_F007,You're at me and I'm going to try to help you out sir but you just have to cooperate with me--,neutral
Ses05F_impro04_F039,But um--,neutral
Ses02F_script03_1_M024,"I don't care what you do.  See, you could paint yourself green and dance naked in the Place Vendome and rush off madly with all the men in the world and I shan't say a word.  As long as you love me best.",neutral
Ses01F_script01_1_M014,You know.,neutral
Ses03M_impro02_M013,"We'll have internet set up, we'll get web cameras and everything.  My whole family's here too.",neutral
Ses01F_script02_1_M026,This is a big night for these little guys.  It's like life's last orgy.,neutral
Ses04M_script01_1_F027,How do you know she'll marry you?  Maybe she feels the same way father does.,neutral
Ses05M_impro04_F009,"I was just going to say that's your issue. Maybe you are going in too much. No, I mean, just",neutral
Ses05M_script03_1_F013,"If I laugh at everything, then I must laugh at us too.",neutral
Ses01F_script01_1_F034,Just give it some more thought.,neutral
Ses04F_impro07_M009,I know but you should get like a taser or something.  I mean walking around the campus at night-,neutral
Ses02F_script03_2_M001,I knew nothing of the sort.  You took presents from him.,neutral
Ses05F_impro04_F043,yeah.,neutral
Ses01F_impro04_M020,"Okay, yeah.  I would imagine.",neutral
Ses01M_script02_2_M013,We missed them twice.,neutral
Ses03M_script02_2_M014,"Well, we're going to see it.",neutral
Ses03F_script01_1_M047,"Now, where do I find it?",neutral
Ses02F_impro08_F018,"Oh, yeah, absolutely.  Um- Would you like window seats or aisles?",neutral
Ses04M_script03_2_M028,Line?,neutral
Ses01M_impro04_F002,What do you mean?,neutral
Ses05M_script01_1_F025,"Well, what if she feels like your father?  And how do you know she will marry you?",neutral
Ses04M_script01_1_F028,"The trouble is, you don't see enough women.  You never did.",neutral
Ses03M_impro08a_M021,"Well, okay I'm going to give you a free phone card that you can use at any payphone and that's on us. Okay?",neutral
Ses03M_impro05a_F000,Can I help you sir?,neutral
Ses01F_script01_1_M016,You know it's not just my business.,neutral
Ses01F_script02_2_M019,"It's when we were driving past that Knickerbocker Liquor Locker, you said, let's get some champagne.  I said no, time's a wasting or something like that.",neutral
Ses04M_script03_2_F043,We swapped. Listen.,neutral
Ses02M_impro04_F012,So you should take that in consideration rather than giving yourself such a hard time.,neutral
Ses02M_script01_1_F015,I got an idea but what's the story?,neutral
Ses01M_impro06_F013,"Totally, yeah.",neutral
Ses05F_impro04_M013,Have you?  There's got to be something else.,neutral
Ses03F_script01_3_M026,"No, no, no, no. Nothing like that.",neutral
Ses03F_impro04_M000,"Hey, you just got to keep on going.",neutral
Ses01F_impro02_M012,Don't you guys have access to computers over there.,neutral
Ses03M_impro08a_M025,My name is Sara.,neutral
Ses02M_impro05_F008,"I- I- I understand, but um.",neutral
Ses02F_impro06_M018,"That will be, It'll be--it'll be better that way. I mean Time will tell.  Time heals, you know, and it's good.  It's okay.  I mean, it wasn't anybody's fault or anything like that so .",neutral
Ses02M_script01_2_M004,How do you know he's even thinking of it?,neutral
Ses02F_impro06_M007,"'Cause, you know, you've got all the times that you guys did spend together, you know and that's something good that you can look back on.",neutral
Ses02M_impro05_F014,So we'll- what we'll do,neutral
Ses01M_impro01_M013,You're very helpful.  What's your name?,frustrated
Ses05F_script01_1_M015,"All right, All right mom.  Listen!",frustrated
Ses03F_script02_2_M007,"There's nothing to it, alright? We come down here, the grunion arrive, they do their little fish business, we go ooh, ah, look at the fish, and then they go home and we go home.",frustrated
Ses03F_impro02_M010,You know what happened to my cousin. She went and she never came back.,frustrated
Ses05M_script02_2_M011,"Okey, They're just fish.  It's nothing to get traumatized over.",frustrated
Ses01F_script01_1_M038,"I want some kids, I want a family, I want somebody that I can give myself to and Annie is in the center of that.  Now it's just where to find it.",frustrated
Ses04F_impro05_M021,I am- I am- I am my own supervisor.,frustrated
Ses05F_impro05_F012,I mean we've gone through all of this.  I've been to five people already who--,frustrated
Ses02F_script01_2_F009,"She knows what I know, that's why.  She's faithful as a rock.  In my worst moments I think of her waiting and I know again that I'm right.",frustrated
Ses04F_script03_2_F016,The woman's job is to allure the man.  Watch me a minute will you.,frustrated
Ses02M_impro01_F014,"It just happens to people all the time, I'm sorry sir, but I can't make an exception for you.",frustrated
Ses04F_script03_2_M021,"Snap, snap, snap like a little adder.",frustrated
Ses05M_script01_2_M013,All right.  All right.,frustrated
Ses05F_impro08_M001,"All I want to do is put my, pay for my freaking credit card, and there's something wrong in my bill, Like I swear, it says I didn't paid last month, but I know I paid last month.",frustrated
Ses05F_impro05_M021,"I am sorry, ma'am.",frustrated
Ses03M_impro02_F010,You can't.  We need you.  I need you.,frustrated
Ses03M_impro08b_F016,Really?  No contract?,frustrated
Ses02F_script03_2_F026,I expect it's because you're drunk.,frustrated
Ses02M_script02_1_F015,Augie,frustrated
Ses04F_script01_1_F031,"I don't want a diagram.  He thinks he's coming back, Chris.",frustrated
Ses02F_script03_2_M019,"Yes, it is.",frustrated
Ses04M_script01_2_M003,What do you mean?  He grew up next door to the girl all his life.  Why shouldn't he want to -- why shouldn't he want to see her again?,frustrated
Ses02M_script02_2_F009,"Twice is every time we've tried, that's ever.",frustrated
Ses05F_impro02_F017,"Well, maybe you should move in with my mom and she can help.",frustrated
Ses01M_script02_2_F009,I'm sorry it still just fish to me.,frustrated
Ses02M_script01_1_F029,"I don't want a diagram. He thinks he's coming back. Chris, you marry this girl you're pronouncing him dead.",frustrated
Ses04M_impro05_F029,"No, I don't. See, I could lose my job if I did that.",frustrated
Ses05M_script03_2_F003,"[garbage], No, I didn't.  You worked the whole thing up in your jealous imagination.",frustrated
Ses01M_script01_1_F027,"Well, how do you know she's going to marry you?  Maybe she feels same way your father does.",frustrated
Ses04F_impro01_M009,"What I need you to do is go to the back of the line,",frustrated
Ses01F_script01_1_F009,What do you want to do?  Argue with him?,frustrated
Ses04F_script02_2_F030,No.,frustrated
Ses03M_script01_1_M008,Being dishonest with him.  That kind of thing always pays off and now it's paying off.,frustrated
Ses05F_impro01_M004,"Simply step to line two A, ma'am, I'm sorry.",frustrated
Ses03M_script02_2_F008,"We never do, do we?  Have we ever?",frustrated
Ses03M_impro05b_M018,"If not, I'm going to get your name, I'm going to talk to your boss, whoever...I'm never going to fly...my business is never going to fly Delta again.",frustrated
Ses04F_impro04_F022,I make myself very presentable before I go to any kind of interview.,frustrated
Ses05F_impro02_M008,The kids-,frustrated
Ses05M_script02_2_M021,"Do you want to get married again?- What?  What, do you want a divorce?",frustrated
Ses04F_impro01_F005,I have done everything everyone in this entire place has told me to do.  I've been here for over an hour.  They make me wait in line.  Every single time I start over again.,frustrated
Ses04F_script02_1_M030,We weren't in a good spot.,frustrated
Ses03M_script01_1_M023,She's not Larry's girl.,frustrated
Ses02F_script01_1_F042,"All right.  Just-- just don't go thinkin' that way, you hear me?",frustrated
Ses05M_impro04_M032,"No, it's demeaning.  I am not a clown.  I have talent.  Clowns don't have talent.",frustrated
Ses01M_script02_2_F008,Their life will start then.,frustrated
Ses03F_impro05_M001,Did you- Did you check with the lost and found?,frustrated
Ses05M_impro04_M030,I've tried.,frustrated
Ses03F_script02_2_M027,"Jesus, welcome to the human race.",frustrated
Ses05M_script02_2_M012,"No, of course not.",frustrated
Ses03M_impro02_M035,What am I going to do?,frustrated
Ses02M_script01_2_F007,"Then why is she still single, I mean New York is full of men, why isn't she married? Probably a hundred people told her she's crazy but she's waited.",frustrated
Ses02F_script02_1_M027,Yeah they do.,frustrated
Ses05F_impro05_F009,"Yes, sir, I know what my bag looks like.",frustrated
Ses04M_impro02_F019,Can't you just make an effort?  Can't you just try?,frustrated
Ses04M_impro05_F022,"Yeah, we don't do that.  I can go ahead and send you--",frustrated
Ses03M_script02_2_F027,No.,frustrated
Ses04F_script02_2_M016,I've been trying to work this backwards but I can't seem to pinpoint the moment when we took a turn for the worse.  You were fine during the phone call from Marge.  Dinner was okay.  Doing the dishes was no problem.,frustrated
